Site Name	Owner	Company CEO	CEO Annual Pay	Company Net Profit	Company Reported MT of Salmon harvested in a year	Latitude	Longitude	Farm Type	Type of Salmon Grown	Brand Names Sold Under	Date Registered	National Grid Reference	Nation	Region or Province	Local Authority	Location	Farm Site Licensed 2017-2020?	Feed Discharged Per Year In Metric Tons (MT)	Reported Green House Gas (GHG) C02 MT emissions from feed discharged per annum	Salmon Grown Per Year	Approx. effluent rate based on stocking size	Algae Blooms	# Salmon Mortalities 2012-2020	Locally Reported Impact on Wildlife and Area	Lifetime Reported Escapes 1998-2020	Infectious Salmon Anaemia Virus Outbreak 2012-2020 (ISAv)	Piscine Reovirus Outbreak (PRV)	Infectious Pancreatic Necrosis Virus Confirmed 2012-2020 (IPNv)	Sealice Outbreaks	Sealice Treatments	Florfenicol Treatments	Reported SLICE®, emamectin benzoate (EMB)Treatments
Spyglass Cove (Cinq Islands Bay)	Northern Harvest Sea Farms NL Ltd. (Owned by Marine Harvest Canada/MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	47.6266	-55.4711	Sea Farm	Atlantic Salmon	MOWI, Appeti Marine, Mowi Salmon, Donegal Silver, Admiral's, Pieters, Laschinger, Kritsen, Ducktrap River, Harbour Salmon Co, Rebel Fish, Sterling, Marine Harvest, Olav's	2002	N/A	Canada	Newfoundland	Spyglass Cove	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Steamers Head	Northern Harvest Sea Farms NL Ltd. (Owned by Marine Harvest Canada/MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	47.6915	-55.4315	Sea Farm	Atlantic Salmon	MOWI, Appeti Marine, Mowi Salmon, Donegal Silver, Admiral's, Pieters, Laschinger, Kritsen, Ducktrap River, Harbour Salmon Co, Rebel Fish, Sterling, Marine Harvest, Olav's	2008	N/A	Canada	Newfoundland	Spoone Cove	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	9,964	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Strickland Cove	Northern Harvest Sea Farms NL Ltd. (Owned by Marine Harvest Canada/MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	47.6600	-55.9388	Sea Farm	Atlantic Salmon	MOWI, Appeti Marine, Mowi Salmon, Donegal Silver, Admiral's, Pieters, Laschinger, Kritsen, Ducktrap River, Harbour Salmon Co, Rebel Fish, Sterling, Marine Harvest, Olav's	1991	N/A	Canada	Newfoundland	Strickland Cove	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
The Hobby	Northern Harvest Sea Farms NL Ltd. (Owned by Marine Harvest Canada/MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	47.64176	-55.147498	Sea Farm	Atlantic Salmon	MOWI, Appeti Marine, Mowi Salmon, Donegal Silver, Admiral's, Pieters, Laschinger, Kritsen, Ducktrap River, Harbour Salmon Co, Rebel Fish, Sterling, Marine Harvest, Olav's	2012	N/A	Canada	Newfoundland	Hobby	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	495,951	TBD	N/A	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Tilt Point, Cinq Island Bay, Fortune Bay	Northern Harvest Sea Farms NL Ltd. (Owned by Marine Harvest Canada/MOWI)	Ivan Vindheim	$1,667,957.10 (2019)	$838,514,835.00 (EBIT-2019)	436,000 MT harvested (2019)	47.6431	-55.4515	Sea Farm	Atlantic Salmon	MOWI, Appeti Marine, Mowi Salmon, Donegal Silver, Admiral's, Pieters, Laschinger, Kritsen, Ducktrap River, Harbour Salmon Co, Rebel Fish, Sterling, Marine Harvest, Olav's	2004	N/A	Canada	Newfoundland	Cinq Island Bay	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Arran Cove	Nova Fish Farms Inc. (Owned by Ocean Trout Canada)	Cameron McDonald	TBD	TBD	TBD	47.7977	-55.8145	Sea Farm	Steelhead (Salmonid-Oncorhynchus mykiss)	TBD	2001	N/A	Canada	Newfoundland	Arran Cove	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Hardy Cove, Bay d'Espoir	Nova Fish Farms Inc. (Owned by Ocean Trout Canada)	Cameron McDonald	TBD	TBD	TBD	47.7967	-55.8450	Sea Farm	Steelhead (Salmonid-Oncorhynchus mykiss)	TBD	2000	N/A	Canada	Newfoundland	Bay d’Espoir	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Muddy Hole, Bay d'Espoir	Nova Fish Farms Inc. (Owned by Ocean Trout Canada)	Cameron McDonald	TBD	TBD	TBD	47.8148	-55.8567	Sea Farm	Steelhead (Salmonid-Oncorhynchus mykiss)	TBD	1996	N/A	Canada	Newfoundland	Muddy Hole, Bay d'Espoir	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Roti Bay Site 3	Nova Fish Farms Inc. (Owned by Ocean Trout Canada)	Cameron McDonald	TBD	TBD	TBD	47.8024	-55.8790	Sea Farm	Steelhead (Salmonid-Oncorhynchus mykiss)	TBD	1994	N/A	Canada	Newfoundland	Roti Bay	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Roti Bay Site 5	Nova Fish Farms Inc. (Owned by Ocean Trout Canada)	Cameron McDonald	TBD	TBD	TBD	47.8017	-55.8917	Sea Farm	Steelhead (Salmonid-Oncorhynchus mykiss)	TBD	2001	N/A	Canada	Newfoundland	Roti Bay	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Roti Bay Site 7	Nova Fish Farms Inc. (Owned by Ocean Trout Canada)	Cameron McDonald	TBD	TBD	TBD	47.7979	-55.8811	Sea Farm	Steelhead (Salmonid-Oncorhynchus mykiss)	TBD	2009	N/A	Canada	Newfoundland	Roti Bay	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Red Island	Red Island Farms Ltd.	TBD	TBD	TBD	TBD	47.5415	-54.1482	Sea Farm	Atlantic Salmon	TBD	2019	N/A	Canada	Newfoundland	Placentia Bay	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Bay Bulls	Sapphire Sea Farms Ltd	TBD	TBD	TBD	TBD	47.3108	-52.8043	Sea Farm	Atlantic Salmon	TBD	2000	N/A	Canada	Newfoundland	Bay Bulls	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Chaleur Bay (Proposed Site)	TBD	Andreas Kvame	$694,657.00 (2019)	10 273.6 million NOK (2019)	83,000 MT (2019) 	47.6221	-56.7484	Sea Farm	Atlantic Salmon	Grieg, "Skuna Bay - Vancouver Island Craft Raised Salmon", KVITSØY	2020	N/A	Canada	Newfoundland	Chaleur Bay	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Friar's Cove (Proposed Site)	TBD	Andreas Kvame	$694,657.00 (2019)	11 273.6 million NOK (2019)	83,000 MT (2019) 	47.6001	-56.7467	Sea Farm	Atlantic Salmon	Grieg, "Skuna Bay - Vancouver Island Craft Raised Salmon", KVITSØY	2020	N/A	Canada	Newfoundland	Chaleur Bay	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Killbuck Cove	TBD	TBD	TBD	TBD	TBD	47.647816	-56.220419	Sea Farm	Atlantic Salmon	TBD	TBD	N/A	Canada	Newfoundland	Killbuck Cove	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	95,965	TBD	N/A	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Shooter Point (Proposed Site)	TBD	Andreas Kvame	$694,657.00 (2019)	12 273.6 million NOK (2019)	83,000 MT (2019) 	47.5867	-56.7167	Sea Farm	Atlantic Salmon	Grieg, "Skuna Bay - Vancouver Island Craft Raised Salmon", KVITSØY	2020	N/A	Canada	Newfoundland	Chaleur Bay	Southern Coast Newfoundland	Y	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1441	3051802 Nova Scotia Limited	TBD	TBD	TBD	TBD	45.329775	-63.307182	Freshwater Hatchery	Atlantic Salmon; Rainbow Trout	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1028	Big Falls Fish Growers Ltd. (owned by We'Koqma'q First Nation)	TBD	TBD	TBD	100 MT (2020 estimate)	44.979087	-64.37605	Freshwater Hatchery	Atlantic Salmon; Arctic Char; Brook Trout; Rainbow Trout; Striped Bass	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
198	Cape d’Or Sustainable Seafoods Inc.	Forrest Merlin 	TBD	TBD	TBD	45.638284	-63.666614	RAS	Atlantic Salmon; Arctic Char; Rainbow Trout; Brook Trout	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1209	Cape d’Or Sustainable Seafoods Inc.	Forrest Merlin 	TBD	TBD	TBD	45.334044	-64.799407	RAS	Arctic Char; Atlantic Halibut; Atlantic Salmon	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
561	Dartek Transport Ltd.	TBD	TBD	TBD	TBD	45.6488	-62.262274	Freshwater Hatchery	Brook Trout; Rainbow Trout; Atlantic Salmon	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
832	Dartek Transport Ltd.	TBD	TBD	TBD	TBD	45.616211	-62.281661	Freshwater Hatchery	Atlantic Salmon; Brook Trout; Rainbow Trout; Arctic Char	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1419	Hippolyto Tshimanga	TBD	TBD	TBD	TBD	45.113187	-64.51003	Freshwater Hatchery	Rainbow Trout, Nile Tilapia; Striped Bass; Goldfish	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
829	Innovative Fishery Products Inc.	TBD	TBD	TBD	TBD	44.27345	-66.344308	Sea Farm	Atlantic Salmon; Arctic Char; Rainbow Trout	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
602	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	43.722202	-65.321942	Sea Farm	Atlantic Salmon, Rainbow Trout	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
742	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	44.261435	-66.346647	Sea Farm	Atlantic Salmon, Rainbow Trout	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
983	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	43.740382	-65.328202	Sea Farm	Atlantic Salmon, Rainbow Trout	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1006	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	44.503976	-64.048933	Sea Farm	Atlantic Cod; Atlantic Halibut; Atlantic Salmon; Rainbow Trout; Blue Mussel; Dulse; Sea Scallop; Sugar Kelp; Finger Kelp; Winged Kelp	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1040	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	44.667632	-65.722711	Sea Farm	Atlantic Salmon	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1041	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	44.643889	-65.717261	Sea Farm	Atlantic Salmon	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1192	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	43.733234	-65.329511	Sea Farm	Atlantic Salmon, Rainbow Trout	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1345	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	43.654264	-65.2832	Sea Farm	Atlantic Salmon	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1353	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	44.262122	-66.305115	Sea Farm	Atlantic Salmon	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1354	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	44.263843	-66.303656	Sea Farm	Atlantic Salmon	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1358	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	43.703117	-65.194848	Sea Farm	Atlantic Salmon	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1359	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	43.675529	-65.205512	Sea Farm	Atlantic Salmon	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1039 & 1039X (Proposed)	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	44.654445	-65.755584	Sea Farm	Atlantic Salmon, Rainbow Trout	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1205 & 1205X (proposed site)	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	44.042438	-64.639588	Sea Farm	Rainbow Trout; Atlantic Salmon	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1432 (proposed site)	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	44.037888	-64.659683	Sea Farm	Atlantic Salmon	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1433 (proposed site)	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	44.027182	-64.665691	Sea Farm	Atlantic Salmon	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Centreville RAS (Under Construction)	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	44.540525	-66.005244	RAS	Atlantic Salmon	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
Mink Cove RAS	Kelly Cove Salmon Ltd. (owned by Cooke Aquaculture)	Glenn Cooke	TBD	$2,400,000,000 (Annual Revenue 2020)	TBD	44.467965	-66.109104	RAS	Atlantic Salmon	Cooke Aquaculture, True North Seafoods, Wanchese Fish Company, Icicle, Omega Protein, The Fish Company, SeaJoy, Mariner Seafood, Northeast Nutrition (provides salmon farm feed stock)	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1012	Long Beach Farms Limited	AIDEN MULLEN	TBD	TBD	TBD	44.407276	-66.16313	Sea Farm	Atlantic Salmon, Rainbow Trout	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1004	MacDonald, Ivan	TBD	TBD	TBD	TBD	45.612191	-60.750385	Freshwater Hatchery	Rainbow Trout; Atlantic Salmon; Brook Trout	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1036	Mike Cameron	TBD	TBD	TBD	TBD	45.498478	-63.209984	Freshwater Hatchery	Rainbow Trout; Brook Trout; Arctic Char; Atlantic Salmon; Striped Bass; American eel	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
263	Mike Mullen Smolt, Inc.	MICHAEL MULLEN	TBD	TBD	TBD	44.328099	-65.933662	Freshwater Hatchery	Atlantic Salmon	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
1437	Mike Mullen Smolt, Inc.	MICHAEL MULLEN	TBD	TBD	TBD	44.411327	-65.998968	Freshwater Hatchery	Atlantic Salmon	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
770	Ocean Trout Industries Inc. (Div. of Cool Water Fisheries)	Henry Atkinson	TBD	$7,320,000 (Annual Revenue 2020)	TBD	43.629768	-65.824566	Sea Farm	Atlantic Salmon, Rainbow Trout	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
835	Ocean Trout Industries Inc. (Div. of Cool Water Fisheries)	Henry Atkinson	TBD	$7,320,000 (Annual Revenue 2020)	TBD	43.914587	-64.812622	Sea Farm	Atlantic Salmon, Rainbow Trout	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
899	Ocean Trout Industries Inc. (Div. of Cool Water Fisheries)	Henry Atkinson	TBD	$7,320,000 (Annual Revenue 2020)	TBD	43.685244	-65.83588	Sea Farm	Rainbow Trout	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
900	Ocean Trout Industries Inc. (Div. of Cool Water Fisheries)	Henry Atkinson	TBD	$7,320,000 (Annual Revenue 2020)	TBD	43.676554	-65.826337	Sea Farm	Rainbow Trout	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
912	Ocean Trout Industries Inc. (Div. of Cool Water Fisheries)	Henry Atkinson	TBD	$7,320,000 (Annual Revenue 2020)	TBD	43.702143	-65.837106	Sea Farm	Rainbow Trout	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
955	Ocean Trout Industries Inc. (Div. of Cool Water Fisheries)	Henry Atkinson	TBD	$7,320,000 (Annual Revenue 2020)	TBD	43.605931	-65.784483	Sea Farm	Rainbow Troute	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
245 (Cotten Hatchery/St. Peter's Hatchery)	Ocean Trout Industries Inc. (Div. of Cool Water Fisheries)	Henry Atkinson	TBD	$7,320,000 (Annual Revenue 2020)	TBD	45.673773	-60.920729	Freshwater Hatchery	Arctic Char; Brook Trout; Rainbow Trout; Atlantic Salmon	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
826	Open Ocean Systems Inc.	Andrew Storey	TBD	TBD	TBD	45.521957	-61.254876	Sea Farm	Rainbow Trout; Atlantic Salmon	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
74	Royal B. Stevens	Royal B. Stevens and Karen Westhaver-Stevens	TBD	TBD	TBD	44.413094	-64.343008	Sea Farm	Rainbow Trout; Atlantic Salmon	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
129	Scotia Seafood Producers Inc. 	BRYNJULV HAGA	TBD	TBD	TBD	46.230834	-60.036083	Freshwater Hatchery	Atlantic Salmon; Rainbow Trout	TBD	TBD	N/A	Canada	Nova Scotia	N/A	N/A	TBD	TBD		TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD	TBD
